consumer,resource,res.order,res.family,res.genus,con.order,con.family,con.genus,linkevidence,source.id
Anguilla dieffenbachii,Archichauliodes diversus,Megaloptera,Corydalidae,Archichauliodes,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Austroperla,Plecoptera,Austroperlidae,Austroperla,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Chironomidae,Diptera,Chironomidae,,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Colobursicus,Ephemeroptera,Coloburiscidae,Coloburiscus,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Gobiomorphus,Perciformes,Eleotridae,Gobiomorphus,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Hyridella,Mollusca,Unionidae,Hyridella,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Lymnaea,Mollusca,Lymnaeidae,Lymnaea,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Oecetis,Trichoptera,Leptoceridae,,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Oeconesus,Trichoptera,Oeconesidae,Oeconesus,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Olinga,Trichoptera,Conoesucidae,Olinga,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Paralimnophila,Diptera,Tipulidae,Paralimnophila,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Paryoxethira,Trichoptera,Hydroptilidae,Paroxyethira,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Physastra,Mollusca,Planorbidae,Physastra,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Plant.material,Plant.material,,,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Polyplectropus,Trichoptera,Polycentropidae,Polyplectropus,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Potamopyrgus,Mollusca,Hydrobiidae,Potamopyrgus,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Procordulia,Odonata,Corduliidae,Procordulia,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Pycnocentrodes,Trichoptera,Conoesucidae,Pycnocentrodes,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Salmo,Salmoniformes,Salmonidae,Salmo,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Stenoperla,Plecoptera,Eustheniidae,Stenoperla,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Terrestrial.invertebrates,Terrestrial.invertebrates,,,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Xanthocnemis,Odonata,Coenagrionidae,,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Anguilla dieffenbachii,Zelandoperla,Plecoptera,Gripopterygidae,Zelandoperla,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1996) Diet of longfinned eels, Anguilla dieffenbachii, in Lake Rotoiti, Nelson Lakes, New Zealand. New Zealand Journal of Marine and Freshwater Research 30, 365–369."
Galaxias argenteus,Amphipoda,Amphipoda,,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Anisops,Hemiptera,Notonectidae,Anisops,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Aoteapsyche colonica,Trichoptera,Hydropsychidae,Aoteapsyche,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Archichauliodes diversus,Megaloptera,Corydalidae,Archichauliodes,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Austroclima,Ephemeroptera,Leptophlebiidae,Austroclima,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Austrosimulium tillyardianum Larvae,Diptera,Simuliidae,Austrosimulium,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Austrosimulium tillyardianum Pupae,Diptera,Simuliidae,Austrosimulium,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Beraeoptera roria,Trichoptera,Conoesucidae,Beraeoptera,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Ceratopogonidae,Diptera,Ceratopogonidae,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Chironomidae,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Chironomidae,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Chironomidae,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Coleoptera,Coleoptera,,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Coleoptera,Coleoptera,,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Coloburiscus humeralis,Ephemeroptera,Coloburiscidae,Coloburiscus,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Diaprepocoris zealndiae,Hemiptera,Corixidae,Diaprepocoris,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Gyraulus corinna,Mollusca,Planorbidae,Gyraulus,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Helicopsyche,Trichoptera,Helicopyshidae,Helicopsyche,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Hudsonema amabilis,Trichoptera,Leptoceridae,Hudsonema,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Hydrobiosis spatulata,Trichoptera,Hydrobiosidae,Hydrobiosis,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Hydrobiosis umbripennis,Trichoptera,Hydrobiosidae,Hydrobiosis,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Microvelia macgregori,Hemiptera,Veliidae,Microvelia,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Muscidae,Diptera,Muscidae,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Nematode,Nematoda,,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Odonata ,Odonata,,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Olinga feredayi,Trichoptera,Conoesucidae,Olinga,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Oniscigaster wakefieldi,Ephemeroptera,Oniscigastridae,Oniscigaster,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Oxyethira albiceps,Trichoptera,Hydroptilidae,Oxyethira,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Paranephrops zealandicus,Decapoda,Parastacidae,Paranephrops,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Paratya curvirostris,Decapoda,Atyidae,Paratyra,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Paroxyethira hendersoni,Trichoptera,Hydroptilidae,Paroxyethira,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Philorheithrus,Trichoptera,Philorheithridae,Philorheithrus,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Polyplectropus,Trichoptera,Polycentropidae,Polyplectropus,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Potamopyrgus antipodarum,Mollusca,Hydrobiidae,Potamopyrgus,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Psilochorema,Trichoptera,Hydrobiosidae,Psilochorema,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Pycnocentria,Trichoptera,Conoesucidae,Pycnocentria,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Pycnocentria evecta,Trichoptera,Conoesucidae,Pycnocentria,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Pycnocentrodes,Trichoptera,Conoesucidae,Pycnocentrodes,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Sigara,Hemiptera,Corixidae,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Stratiomyidae,Diptera,Stratiomyidae,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Terrestrial.invertebrates,Terrestrial.invertebrates,,,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Triplectides cephalotes,Trichoptera,Leptoceridae,Triplectides,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Triplectides obsoleta,Trichoptera,Leptoceridae,Triplectides,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Zelandoperla decorata,Plecoptera,Gripopterygidae,Zelandoperla,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Galaxias argenteus,Zelandopsyche,Trichoptera,Oeconesidae,Zelandopsyche,Osmeriformes,Galaxidae,Galaxias,,"Bonnett M.L. & Lambert P.W. (2002) Diet of giant kokopu, Galaxias argenteus. New Zealand Journal of Marine and Freshwater Research 36, 361–369."
Acanthophlebia,FPOM,,,,Ephemeroptera,Leptophlebiidae,Acanthophlebia,,"Collier K.J., Wright?Stow A.E. & Smith B.J. (2004) Trophic basis of production for a mayfly in a North Island, New Zealand, forest stream: Contributions of benthic versus hyporheic habitats and implications for restoration. New Zealand Journal of Marine and Freshwater Research 38, 301–314."
Philanis plebeius,Algae,,,,Trichoptera,Chathamidae,Philanis,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Pycnocentrodes aeris,Algae,,,,Trichoptera,Conoesucidae,Pycnocentrodes,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Pycnocentrodes aureola,Algae,,,,Trichoptera,Conoesucidae,Pycnocentrodes,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Zelolessica,Algae,,,,Trichoptera,Helicophidae,Zelolessica,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Aoteapsyche colonica,Austrosimulium,Diptera,Simuliidae,Austrosimulium,Trichoptera,Hydropsychidae,Aoteapsyche,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Aoteapsyche colonica,Chironomidae,Diptera,Chironomidae,,Trichoptera,Hydropsychidae,Aoteapsyche,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Aoteapsyche colonica,Detritus,Detritus,,,Trichoptera,Hydropsychidae,Aoteapsyche,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Oeconesus similis,Detritus,Detritus,,,Trichoptera,Oeconesidae,Oeconesus,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Philanis plebeius,Detritus,Detritus,,,Trichoptera,Chathamidae,Philanis,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Pycnocentrodes aeris,Detritus,Detritus,,,Trichoptera,Conoesucidae,Pycnocentrodes,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Pycnocentrodes aureola,Detritus,Detritus,,,Trichoptera,Conoesucidae,Pycnocentrodes,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Triplectides obsoleta,Detritus,Detritus,,,Trichoptera,Leptoceridae,Triplectides,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Zelolessica cheira,Detritus,Detritus,,,Trichoptera,Helicophidae,Zelolessica,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Aoteapsyche colonica,Diatom,,,,Trichoptera,Hydropsychidae,Aoteapsyche,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Pycnocentrodes aeris,Diatom,,,,Trichoptera,Conoesucidae,Pycnocentrodes,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Aoteapsyche colonica,Ephemeroptera,Ephemeroptera,,,Trichoptera,Hydropsychidae,Aoteapsyche,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Aoteapsyche colonica,Filamentous Algae,,,,Trichoptera,Hydropsychidae,Aoteapsyche,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Hudsonema aliena,Olinga,Trichoptera,Conoesucidae,Olinga,Trichoptera,Leptoceridae,Hudsonema,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Alloecentrella magnicornis,Plant.material,Plant.material,,,Trichoptera,Helicophidae,Alloecentrella,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Hudsonema aliena,Plant.material,Plant.material,,,Trichoptera,Leptoceridae,Hudsonema,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Oeconesus maori,Plant.material,Plant.material,,,Trichoptera,Oeconesidae,Oeconesus,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Oeconesus similis,Plant.material,Plant.material,,,Trichoptera,Oeconesidae,Oeconesus,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Olinga feredayi,Plant.material,Plant.material,,,Trichoptera,Conoesucidae,Olinga,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Pycnocentria sylvestris,Plant.material,Plant.material,,,Trichoptera,Conoesucidae,Pycnocentria,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Triplectides obsoleta,Plant.material,Plant.material,,,Trichoptera,Leptoceridae,Triplectides,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Triplectidina oreolimnetes,Plant.material,Plant.material,,,Trichoptera,Leptoceridae,Triplectidina,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Zelandopsyche,Plant.material,Plant.material,,,Plecoptera,Gripopterygidae,Zelandoperla,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Zelolessica cheira,Plant.material,Plant.material,,,Trichoptera,Helicophidae,Zelolessica,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Hudsonema aliena,Potamopyrgus,Mollusca,Hydrobiidae,Potamopyrgus,Trichoptera,Leptoceridae,Hudsonema,,"Cowley D.R. (1978) Studies on the larvae of New Zealand Trichoptera. New Zealand Journal of Zoology 5, 639–750."
Hydrobiosis parumbripennis,Austrosimulium tilyardianum,Diptera,Simuliidae,Austrosimulium,Trichoptera,Hydrobiosidae,Hydrobiosis,,"Crosby T.K. (1975) Food of the New Zealand trichopterans Hydrobiosis parumbripennis McFarlane and Hydropsyche colonica McLachlan. Freshwater Biology 5, 105–114."
Hydropsyche colonica,Austrosimulium tilyardianum,Diptera,Simuliidae,Austrosimulium,Trichoptera,Hydropsychidae,Hydropsyche,,"Crosby T.K. (1975) Food of the New Zealand trichopterans Hydrobiosis parumbripennis McFarlane and Hydropsyche colonica McLachlan. Freshwater Biology 5, 105–114."
Hydrobiosis parumbripennis,Chironomidae,Diptera,Chironomidae,,Trichoptera,Hydrobiosidae,Hydrobiosis,,"Crosby T.K. (1975) Food of the New Zealand trichopterans Hydrobiosis parumbripennis McFarlane and Hydropsyche colonica McLachlan. Freshwater Biology 5, 105–114."
