consumer,resource,res.order,res.family,res.genus,con.order,con.family,con.genus,linkevidence,source.id
Anguilla dieffenbachii,Tricladida,Tricladida,,,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1989) Diet of two species of freshwater eel (Anguilla spp.) in Lake Pounui, New Zealand. New Zealand Journal of Marine and Freshwater Research 23, 1–10."
Anguilla australis,Zygoptera,Odonata,,,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1989) Diet of two species of freshwater eel (Anguilla spp.) in Lake Pounui, New Zealand. New Zealand Journal of Marine and Freshwater Research 23, 1–10."
Anguilla dieffenbachii,Zygoptera,Odonata,,,Anguilliformes,Anguillidae,Anguilla,,"Jellyman D.J. (1989) Diet of two species of freshwater eel (Anguilla spp.) in Lake Pounui, New Zealand. New Zealand Journal of Marine and Freshwater Research 23, 1–10."
Galaxias vulgaris,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus cotidianus,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Aphrophila,Diptera,Tipulidae,Aphrophila,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Austroclima,Ephemeroptera,Leptophlebiidae,Austroclima,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Austroclima,Ephemeroptera,Leptophlebiidae,Austroclima,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Cheimarrichthys fosteri,Austrosimulium,Diptera,Simuliidae,Austrosimulium,Perciformes,Cheimarrichthyidae,Cheimarrichthys,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias brevipinnis,Austrosimulium,Diptera,Simuliidae,Austrosimulium,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Austrosimulium,Diptera,Simuliidae,Austrosimulium,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Austrosimulium,Diptera,Simuliidae,Austrosimulium,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Austrosimulium,Diptera,Simuliidae,Austrosimulium,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Beraeoptera,Trichoptera,Conoesucidae,Beraeoptera,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Beraeoptera,Trichoptera,Conoesucidae,Beraeoptera,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Chironominae,Diptera,Chironomidae,,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Coloburiscus,Ephemeroptera,Coloburiscidae,Coloburiscus,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Costachorema,Trichoptera,Hydrobiosidae,Costachorema,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Costachorema,Trichoptera,Hydrobiosidae,Costachorema,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Cheimarrichthys fosteri,Costachorema xanthopterum,Trichoptera,Hydrobiosidae,Costachorema,Perciformes,Cheimarrichthyidae,Cheimarrichthys,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Costachorema xanthopterum,Trichoptera,Hydrobiosidae,Costachorema,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Anguilla dieffenbachii,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Anguilliformes,Anguillidae,Anguilla,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Cheimarrichthys fosteri,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Perciformes,Cheimarrichthyidae,Cheimarrichthys,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias southern,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias brevipinnis,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias paucispondylus,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Deleatidium,Ephemeroptera,Leptophlebiidae,Deleatidium,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Elmidae,Coleoptera,Elmidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Hudsonema amabile,Trichoptera,Leptoceridae,Hudsonema,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Anguilla dieffenbachii,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Anguilliformes,Anguillidae,Anguilla,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Cheimarrichthys fosteri,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Perciformes,Cheimarrichthyidae,Cheimarrichthys,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias southern,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias brevipinnis,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus cotidianus,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Hydrobiosis,Trichoptera,Hydrobiosidae,Hydrobiosis,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias brevipinnis,Maoridiamesa,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Maoridiamesa,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Maoridiamesa,Diptera,Chironomidae,,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus cotidianus,Maoridiamesa,Diptera,Chironomidae,,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Maoridiamesa,Diptera,Chironomidae,,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Muscidae,Diptera,Muscidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus cotidianus,Muscidae,Diptera,Muscidae,,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias southern,Nesameletus,Ephemeroptera,Nesameletidae,Nesameletus,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Nesameletus,Ephemeroptera,Nesameletidae,Nesameletus,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Nesameletus,Ephemeroptera,Nesameletidae,Nesameletus,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Nesameletus,Ephemeroptera,Nesameletidae,Nesameletus,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Neurochorema,Trichoptera,Hydrobiosidae,Neurochorema,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Neurochorema,Trichoptera,Hydrobiosidae,Neurochorema,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Oligochaetae,Oligochaetae,,,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Olinga,Trichoptera,Conoesucidae,Olinga,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Cheimarrichthys fosteri,Orthocladiinae,Diptera,Chironomidae,,Perciformes,Cheimarrichthyidae,Cheimarrichthys,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Orthocladiinae,Diptera,Chironomidae,,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Orthocladiinae,Diptera,Chironomidae,,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias southern,Orthocladinae,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias brevipinnis,Orthocladinae,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Orthocladinae,Diptera,Chironomidae,,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias brevipinnis,Oxyethira albiceps,Trichoptera,Hydroptilidae,Oxyethira,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Oxyethira albiceps,Trichoptera,Hydroptilidae,Oxyethira,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus cotidianus,Oxyethira albiceps,Trichoptera,Hydroptilidae,Oxyethira,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias brevipinnis,Paracalliope,Amphipoda,Paracalliopiidae,Paracalliope,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Paracalliope,Amphipoda,Paracalliopiidae,Paracalliope,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Physa,Mollusca,Physidae,Physa,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus cotidianus,Physa,Mollusca,Physidae,Physa,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Physa,Mollusca,Physidae,Physa,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Potamopyrgus,Mollusca,Hydrobiidae,Potamopyrgus,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus cotidianus,Potamopyrgus,Mollusca,Hydrobiidae,Potamopyrgus,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Potamopyrgus,Mollusca,Hydrobiidae,Potamopyrgus,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Psilochorema,Trichoptera,Hydrobiosidae,Psilochorema,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Pycnocentria,Trichoptera,Conoesucidae,Pycnocentria,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Pycnocentria,Trichoptera,Conoesucidae,Pycnocentria,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias brevipinnis,Pycnocentrodes,Trichoptera,Conoesucidae,Pycnocentrodes,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias vulgaris,Pycnocentrodes,Trichoptera,Conoesucidae,Pycnocentrodes,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Pycnocentrodes,Trichoptera,Conoesucidae,Pycnocentrodes,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Galaxias southern,Zelandobius,Plecoptera,Gripopterygidae,Zelandobius,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus breviceps,Zelandobius,Plecoptera,Gripopterygidae,Zelandobius,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Gobiomorphus cotidianus,Zelandobius,Plecoptera,Gripopterygidae,Zelandobius,Perciformes,Eleotridae,Gobiomorphus,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Salmo trutta,Zelandobius,Plecoptera,Gripopterygidae,Zelandobius,Salmoniformes,Salmonidae,Salmo,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435."
Anguilla dieffenbachii,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Anguilliformes,Anguillidae,Anguilla,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–343Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435.."
Galaxias southern,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Osmeriformes,Galaxidae,Galaxias,direct,"Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–343Jellyman P.G. & Harding J.S. (2016) Disentangling the stream community impacts of Didymosphenia geminata: How are higher trophic levels affected? Biological Invasions 18, 3419–3435.."
Galaxias postvectis,Helicopsyche,Trichoptera,Helicopyshidae,Helicopsyche,Osmeriformes,Galaxidae,Galaxias,,"McDowall R.M., Main M.R., West D.W. & Lyon G.L. (1996) Terrestrial and benthic foods in the diet of the shortjawed kokopu, Galaxias postvectis Clarke (Teleostei: Galaxiidae). New Zealand Journal of Marine and Freshwater Research 30, 257–269."
Galaxias postvectis,Nematode,Nematoda,,,Osmeriformes,Galaxidae,Galaxias,,"McDowall R.M., Main M.R., West D.W. & Lyon G.L. (1996) Terrestrial and benthic foods in the diet of the shortjawed kokopu, Galaxias postvectis Clarke (Teleostei: Galaxiidae). New Zealand Journal of Marine and Freshwater Research 30, 257–269."
Galaxias postvectis,Oligochaetae,Oligochaetae,,,Osmeriformes,Galaxidae,Galaxias,,"McDowall R.M., Main M.R., West D.W. & Lyon G.L. (1996) Terrestrial and benthic foods in the diet of the shortjawed kokopu, Galaxias postvectis Clarke (Teleostei: Galaxiidae). New Zealand Journal of Marine and Freshwater Research 30, 257–269."
Galaxias postvectis,Olinga,Trichoptera,Conoesucidae,Olinga,Osmeriformes,Galaxidae,Galaxias,,"McDowall R.M., Main M.R., West D.W. & Lyon G.L. (1996) Terrestrial and benthic foods in the diet of the shortjawed kokopu, Galaxias postvectis Clarke (Teleostei: Galaxiidae). New Zealand Journal of Marine and Freshwater Research 30, 257–269."
Galaxias postvectis,Oxyethira,Trichoptera,Hydroptilidae,Oxyethira,Osmeriformes,Galaxidae,Galaxias,,"McDowall R.M., Main M.R., West D.W. & Lyon G.L. (1996) Terrestrial and benthic foods in the diet of the shortjawed kokopu, Galaxias postvectis Clarke (Teleostei: Galaxiidae). New Zealand Journal of Marine and Freshwater Research 30, 257–269."
Galaxias postvectis,Pycnocentrodes,Trichoptera,Conoesucidae,Pycnocentrodes,Osmeriformes,Galaxidae,Galaxias,,"McDowall R.M., Main M.R., West D.W. & Lyon G.L. (1996) Terrestrial and benthic foods in the diet of the shortjawed kokopu, Galaxias postvectis Clarke (Teleostei: Galaxiidae). New Zealand Journal of Marine and Freshwater Research 30, 257–269."
Galaxias postvectis,Rakiura vernale,Trichoptera,Helicopsyche,Rakiura,Osmeriformes,Galaxidae,Galaxias,,"McDowall R.M., Main M.R., West D.W. & Lyon G.L. (1996) Terrestrial and benthic foods in the diet of the shortjawed kokopu, Galaxias postvectis Clarke (Teleostei: Galaxiidae). New Zealand Journal of Marine and Freshwater Research 30, 257–269."
Galaxias postvectis,Terrestrial.invertebrates,Terrestrial.invertebrates,,,Osmeriformes,Galaxidae,Galaxias,,"McDowall R.M., Main M.R., West D.W. & Lyon G.L. (1996) Terrestrial and benthic foods in the diet of the shortjawed kokopu, Galaxias postvectis Clarke (Teleostei: Galaxiidae). New Zealand Journal of Marine and Freshwater Research 30, 257–269."
Anguilla dieffenbachii,Aoteapsyche,Trichoptera,Hydropsychidae,Aoteapsyche,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla australis,Archichauliodes diversus,Megaloptera,Corydalidae,Archichauliodes,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
Anguilla dieffenbachii,Archichauliodes diversus,Megaloptera,Corydalidae,Archichauliodes,Anguilliformes,Anguillidae,Anguilla,,"Rounick J.S. & Hicks B.J. (1985) The stable carbon isotope ratios of fish and their invertebrate prey in four New Zealand rivers. Freshwater Biology 15, 207–214."
