network,S,L,C,rho,maxtl,diam,entropy,T,B,I,GenSD,VulSD,MxSim,Cannib,Omniv,S1,S2,S3,S4,S5,D1,D2,D3,D4,D5,D6,D7,D8
N_all,56,220,0.07015306122448979,0.6632053337808281,3.6666666666666665,3,0.8740309605587309,0.0,0.42857142857142855,0.5714285714285714,2.178278119809928,0.7564399198658421,0.9119050806229538,0.05357142857142857,0.125,0.10472279260780287,0.05817932922655715,0.0,0.12320328542094455,0.7046543463381246,0.008555783709787816,0.0006844626967830253,0.0,0.0,0.0,0.0,0.0,0.0
N_all,72,510,0.09837962962962964,0.6973850576944869,3.9230769230769234,3,0.8060914072008483,0.0,0.6527777777777778,0.3472222222222222,1.6117072540997586,0.6099904166436514,0.9611991772074828,0.09722222222222222,0.2222222222222222,0.20971867007672634,0.11485700999767495,0.0,0.106370611485701,0.5433620088351546,0.01743780516159033,0.005580097651708905,0.0020925366193908393,0.0,0.0,0.0005812601720530109,0.0,0.0
N_all,15,31,0.13777777777777778,0.6214012895854113,3.4000000000000004,2,0.9195454118508887,0.3333333333333333,0.13333333333333333,0.5333333333333334,0.7192484060876191,1.0580026957324806,0.6455555555555555,0.0,0.26666666666666666,0.336283185840708,0.061946902654867256,0.0,0.3805309734513274,0.22123893805309736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,12,20,0.1388888888888889,0.6559002689461725,4.0,3,0.9206849320683657,0.5,0.16666666666666666,0.33333333333333337,0.6438520439863916,1.2358287613066492,0.5722222222222223,0.0,0.5,0.3392857142857143,0.10714285714285714,0.0,0.42857142857142855,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,10,21,0.21,0.7953010138069162,3.75,2,0.9009651543609807,0.1,0.3,0.6000000000000001,0.7920619015793428,0.853313019410515,0.7304761904761905,0.0,0.7,0.4117647058823529,0.3137254901960784,0.0,0.058823529411764705,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0784313725490196,0.0,0.0,0.0,0.0
N_all,24,42,0.07291666666666667,0.5360716333290294,3.5,2,0.9157720374361983,0.5416666666666666,0.08333333333333333,0.37500000000000006,0.7948369328221809,1.442171290162368,0.6981570512820513,0.0,0.20833333333333334,0.19310344827586207,0.06896551724137931,0.0,0.5448275862068965,0.19310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,12,30,0.20833333333333334,0.6934973136889788,3.4000000000000004,2,0.8952307048701379,0.08333333333333333,0.25,0.6666666666666666,0.8612886750783281,0.5257029925382167,0.6111772486772488,0.0,0.5833333333333334,0.3548387096774194,0.21505376344086022,0.0,0.12903225806451613,0.3010752688172043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,29,58,0.06896551724137931,0.4388458407902076,5.0,4,0.948658538625696,0.3448275862068966,0.06896551724137931,0.5862068965517241,0.7071067811865476,1.0522085616183026,0.6372605363984675,0.0,0.20689655172413793,0.34977578475336324,0.013452914798206279,0.0,0.39461883408071746,0.242152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_all,26,189,0.27958579881656803,0.7981642147160458,3.6923076923076925,3,0.8609134816390549,0.038461538461538464,0.11538461538461539,0.8461538461538461,0.7074246217626656,0.8485123010613872,0.6557903991985087,0.23076923076923078,0.8461538461538461,0.11257406188281764,0.3054641211323239,0.0,0.3107307439104674,0.22975641869651087,0.01053324555628703,0.015141540487162607,0.005266622778143515,0.009874917709019092,0.0,0.0,0.0,0.0006583278472679394
N_all,30,229,0.2544444444444444,0.7451340547455299,3.6666666666666665,6,0.869860456577491,0.0,0.1,0.9,0.5477425458449523,0.7627042542096604,0.5545109607345324,0.3333333333333333,0.9,0.2273190621814475,0.22833843017329256,0.0,0.29408766564729866,0.16615698267074414,0.01580020387359837,0.0127420998980632,0.03058103975535168,0.016819571865443424,0.0045871559633027525,0.0,0.0025484199796126403,0.0010193679918450561
