MSD_ds,entropy_diff,rho_diff
0.0625,0.022402001079679157,-0.035281482812904996
0.027777777777777776,0.03810300215631113,-0.03482578826741778
0.6944444444444445,0.038208921381105765,-0.01621804333159005
0.02493074792243767,0.053927127228102334,-0.005053200735182672
0.6523668639053255,0.06351150948669515,-0.0219081698256246
0.14792899408284024,0.0,0.01816299204536087
1.699298469387755,0.10902549889174507,-0.023644928751762495
0.4153086419753087,0.08865971611872003,-0.005706136881219348
0.06016375934496262,0.08745132640968123,0.02016811500978488
1.3224999999999998,0.02293857206297556,0.013707456151396458
0.25,0.049625797378351155,-0.033913993993926916
0.05444444444444445,0.08020416334698166,-0.0045630817464810125
1.6900000000000002,0.0490481144341226,-0.02335073312105107
0.11560000000000002,0.09624440908627319,-0.05336678950546081
0.0005668934240362811,0.09414079694564848,-0.03029925699734881
0.4444444444444444,0.09856309524886564,0.005896903126729747
1.7956000000000003,0.07963380904381623,-0.001717359346050218
1.4509297520661157,0.09075983384033615,-0.01694674563036458
0.14387633769322233,0.06692798144729539,-0.03443894409901427
0.03869927438860521,0.07710922996434544,-0.023704818994794707
0.0791015625,0.08132157028131615,-0.01983614270715106
0.5971074380165289,0.06152220486159243,-0.00012050522192985635
0.11659726353361097,0.08884049305521158,-0.007235170416718284
0.003328402366863906,0.10220170677145857,-0.007016362052487568
0.08009967960128159,0.11126506664138347,-0.019774943102241926
1.580408163265306,0.052151695446937096,-0.004279995457569852
2.84765625,0.09881662071398278,-0.027042488221645233
0.034293552812071325,0.04703954671856814,0.03417994946229341
0.29752066115702475,0.02272319910374354,0.022832795865276867
0.08506944444444446,0.06277514701801912,0.005974361951592511
0.8433985839233653,0.13332536259851357,-0.012905106340498795
2.9387755102040813,0.023080713235264838,-0.001277093405724572
0.03305785123966942,0.02459055116014941,-0.0027216431977616917
4.75016436554898,0.09860394374458192,0.00314676666561442
0.7034339229968783,0.11067308680948507,-0.01326418777684124
0.07198096371207616,0.08656469805881106,0.016872516403856785
0.2743764172335601,0.06626315302939301,-0.00575834112467255
3.6822498173849523,0.06355720613054405,-0.03229987209785812
1.0655567117585847,0.08279594062165707,0.006433202285287765
1.41015625,0.01006999016445087,-0.010991731830395701
0.005353955978584175,0.09908848148235405,-0.011307079368333639
0.6232686980609419,-0.009438635964158726,0.015524528031544138
0.02040816326530612,0.05891727489325771,-0.023086195097945517
0.04551111111111112,0.1383848066795238,-0.0009069919293935857
0.0009765625,0.02174551301431671,0.012896817166136665
0.19905325443786984,0.09803468360957768,-0.025261145945109753
1.0493753718024985,0.04930983506915665,0.009552865136563393
7.415147928994084,0.1035605013573282,-0.017785010811459556
0.03305785123966942,0.0,0.0
0.19753086419753085,0.07879228122334259,-0.010279691202644825
0.04340277777777778,0.0859832241836953,-0.02605903204585569
0.5377777777777777,0.007970568227906205,-0.0015258300133622615
0.04591836734693877,0.05517452483857377,-0.0288698985493977
0.06963734567901235,0.14239894739346326,-0.03553686899327657
0.8711111111111112,0.05133722857839351,-0.015904380360353798
0.25,0.03939539110243362,-0.026515372381396896
0.36,0.06214981083476845,-0.017946474101366627
0.027777777777777776,0.05325028457391345,-0.013513047341466966
0.25,0.0643632889514204,-0.053004741004381906
0.30439952437574314,0.03136355877211927,0.014809662129670775
9.0,0.05050893939524137,-0.0052949005903205615
