MSD_ds,entropy_diff,rho_diff,jaccard
4.2025,0.024624344494356465,-0.037863613906367166,0.75
0.21006944444444442,0.03768157241777248,-0.006001676264111189,0.8852459016393442
0.0771604938271605,0.03482025570024505,-0.019839216691614814,0.8125
0.06925207756232686,0.057981851724001277,-0.008985751333466019,0.696629213483146
1.4215976331360947,0.06268759880166574,-0.02139990232478206,0.46153846153846156
0.09467455621301776,0.0,0.01816299204536087,0.38095238095238093
2.8176020408163267,0.11596852156021353,-0.02873863905316898,0.7212276214833759
2.0864197530864197,0.09043390734172863,-0.011743613671814535,0.627831715210356
0.06016375934496262,0.08737390018152591,0.03083369384083956,0.6690909090909091
0.30250000000000005,0.02623054075899467,-0.005237589429555878,0.7105263157894737
0.0253099173553719,0.04936338908649962,-0.015613325551026347,0.6799999999999999
1.6900000000000002,0.07896043245577267,-0.0023820906315978885,0.34246575342465757
0.25,0.055003785732681276,0.00878289720380232,0.5208333333333333
1.5876000000000001,0.0946475943665609,-0.03280927086973129,0.6907216494845361
0.9529478458049886,0.09082118203749412,-0.01939126281937198,0.6789667896678967
0.7722681359044995,0.09855057392510713,0.010816438047605903,0.6919431279620853
1.3923999999999999,0.047806176618729546,-0.002476703964241933,0.7080103359173127
3.3889462809917354,0.09192680311104207,-0.02485474233652729,0.7394957983193278
0.02972651605231867,0.07343088859479607,-0.016268332497262117,0.7669172932330828
2.4767535608707334,0.07469578887755224,-0.026492408392033928,0.7313131313131314
0.0478515625,0.0828149430121713,-0.013397818110023274,0.7021276595744681
0.3491735537190083,0.0601307220699453,-0.0011118188258651962,0.6097560975609756
0.26234384295062463,0.08979811765274648,-0.00044906286584944777,0.689922480620155
0.16309171597633138,0.10353353640598817,-0.015261003827082398,0.6084507042253522
0.02883588465646137,0.11167448537321656,-0.002941796054625523,0.7016706443914081
8.32734693877551,0.05537214537827473,-0.011142980723906293,0.7103825136612022
0.0791015625,0.09358459101668659,-0.024726770017150734,0.5833333333333333
1.9807956104252402,0.023710440570608782,0.029068162590356716,0.5263157894736843
1.190082644628099,0.022723199103743763,0.005729299810763977,0.4642857142857143
0.34027777777777785,0.06277514701801934,-0.0007572817169670953,0.5301204819277108
0.00041649312786339016,0.13343374391427276,-0.015246331750718656,0.7549019607843137
0.16000000000000003,0.019237023154387578,0.015058666918415953,0.5428571428571429
1.0,0.022692015615674688,-0.023906665442754882,0.6352941176470588
0.0006574621959237343,0.10309422479673991,0.009549128830335873,0.7063829787234043
0.009365244536940686,0.10570143415788691,0.0019165860477803331,0.7241379310344828
0.28792385484830463,0.08450050716720214,0.010911017289651825,0.6435643564356436
2.3219954648526073,0.06866294003705076,-0.003655889176684801,0.26388888888888884
0.6143170197224251,0.06713508979167204,-0.030156633271350652,0.6297872340425532
0.037460978147762745,0.0799532743088599,-0.000550916048907113,0.6929133858267716
0.00390625,0.01006999016445087,-0.0069683849438461065,0.717948717948718
0.1522903033908388,0.0990930388229826,0.0007785129746967767,0.6533864541832669
0.33518005540166207,-0.009438635964158726,0.015747884267181433,0.5263157894736843
0.04000000000000001,0.05709189776792323,-0.014588650763394106,0.611764705882353
0.08604444444444445,0.1363155989441367,0.00024265029399328508,0.7241379310344828
0.47265625,0.03485813834862972,-0.01752781437443951,0.5813953488372092
0.6400000000000001,0.10159993898020725,-0.02328927120952129,0.6439024390243903
