MSD_ds,entropy_diff,rho_diff,jaccard
4.2025,0.05095651376857946,-0.06742978543317679,0.9090909090909091
0.21006944444444442,0.048418474447606386,-0.06841832950481935,0.9850746268656716
0.0771604938271605,0.057032083741926365,-0.024181219337243043,0.9444444444444444
0.06925207756232686,0.08226003213241295,-0.06464508126541324,0.9259259259259259
1.4215976331360947,0.11032625376673855,-0.12829307910791954,0.9380530973451328
0.09467455621301776,0.023325897221390113,-0.10481820910387246,0.9696969696969697
2.8176020408163267,0.13960780916126725,-0.23413585924342056,0.9669421487603306
2.0864197530864197,0.1271158765192314,-0.23624246122220804,0.9556650246305418
0.06016375934496262,0.1306566351143844,-0.20130943938571744,0.9602272727272727
0.30250000000000005,0.06990454496675669,-0.2640453714404255,0.9738219895287958
0.0253099173553719,0.08592387302346616,-0.23471617375667325,0.9523809523809523
1.6900000000000002,0.1791579043341348,-0.21331097960369838,0.9
0.25,0.1097875604406624,-0.1742094411263358,0.9784172661870504
1.5876000000000001,0.12202281620852229,-0.23650806265474217,0.9394572025052192
0.9529478458049886,0.12323711596367515,-0.19404301962339077,0.9376854599406528
0.7722681359044995,0.12116400987215548,-0.13994230130806518,0.921875
1.3923999999999999,0.08698380418719909,-0.17207668116320368,0.9429175475687104
3.3889462809917354,0.12287857661424784,-0.19962834067867202,0.9311163895486936
0.02972651605231867,0.09262113826183382,-0.1883819174877865,0.9281045751633987
2.4767535608707334,0.10758289167034829,-0.22369450844244115,0.9498327759197325
0.0478515625,0.11442067766014763,-0.15965492565000827,0.9251101321585903
0.3491735537190083,0.08749969607311814,-0.11991372843504244,0.9541284403669725
0.26234384295062463,0.12545796872581172,-0.16165315929384383,0.9371069182389937
0.16309171597633138,0.15047253234169922,-0.24266660920812255,0.9444444444444444
0.02883588465646137,0.14342001117622516,-0.20225332233689858,0.9291338582677166
8.32734693877551,0.08186049886163238,-0.17728328589167874,0.9464285714285714
0.0791015625,0.13046048438044633,-0.19723735981888635,0.9416342412451362
1.9807956104252402,0.08656582547078706,-0.2328959907014967,0.9879518072289156
1.190082644628099,0.08690233272689263,-0.19060784924125956,0.9512195121951219
0.34027777777777785,0.10886450653206448,-0.20492966111315658,0.9298245614035088
0.00041649312786339016,0.1487636548630361,-0.1738870019805715,0.9327731092436975
0.16000000000000003,0.07214106876833903,-0.1686465162467013,0.9484536082474226
1.0,0.060665752523643035,-0.22807781258390392,0.954954954954955
0.0006574621959237343,0.13611887849466164,-0.15391843550827428,0.9181494661921709
0.009365244536940686,0.12937030236932978,-0.08369465625004835,0.927536231884058
0.28792385484830463,0.1190237907165056,-0.1579898675483824,0.9461538461538461
2.3219954648526073,0.20219316089975203,-0.2064030189011553,0.9200863930885529
0.6143170197224251,0.10070168110260258,-0.20166374472510484,0.9511400651465798
0.037460978147762745,0.11539711728672108,-0.1618972982925097,0.9625
0.00390625,0.0351417400395464,-0.16067935659981275,0.9361702127659575
0.1522903033908388,0.13209252836219887,-0.2145646950748003,0.9371069182389937
0.33518005540166207,0.0411041967222211,-0.20069959186012054,1.0
0.04000000000000001,0.10672670858368205,-0.2622370290514332,0.9417040358744395
0.08604444444444445,0.1727698905391979,-0.18204799955768308,0.9393605292171996
0.47265625,0.08659668359479888,-0.28926893214595656,0.9298245614035088
0.6400000000000001,0.1325095036754559,-0.24767168077842094,0.9266409266409267
3.619274241522903,0.09783015949809881,-0.1482156762510881,0.9484536082474226
0.011597633136094675,0.12376398178080239,-0.18161478476163578,0.9432989690721649
0.008264462809917356,0.03577856658799894,-0.1720654580519282,0.9411764705882353
0.4444444444444444,0.13213629316824016,-0.2768202643101549,0.9559748427672956
2.0069444444444446,0.127564048805082,-0.1735274219984464,0.9192546583850931
0.4444444444444444,0.025195919010292833,-0.1600591290584149,0.9444444444444444
0.011479591836734693,0.09939904465950444,-0.2765326893689813,0.9598108747044918
1.5625,0.1619648923184489,-0.24398648845111737,0.9251844046364595
0.04000000000000001,0.06695557544874975,-0.05149744603403639,0.9122807017543859
2.506944444444444,0.07262192074809326,-0.1265697036960559,0.9189189189189189
0.04000000000000001,0.086780825203436,-0.1780425451052976,0.8648648648648649
0.25,0.076836178863814,-0.08821579305223787,0.9230769230769231
2.777777777777778,0.0870872137736387,-0.017843657670183588,0.8888888888888888
0.09631391200951249,0.04083571403394126,-0.03232820919778506,0.9734513274336283
0.5340236686390532,0.10644078924949019,-0.11258475470211038,0.8333333333333334
4.41,0.09858530970950219,-0.07009452275921912,0.8521303258145363
0.030245746691871453,0.06852886186448448,-0.12606968873801533,0.9603174603174603
5.7067901234567895,0.09915206273506083,-0.13823506097699823,0.8356164383561644
0.0576,0.04329631078148122,-0.16648386156309686,0.9397590361445783
1.0951865873445108,0.07489463081822345,-0.1761869106309164,0.9014084507042254
0.14387633769322233,0.11307591171636033,-0.12600476990085419,0.8433048433048433
0.0256,0.04844326283983591,-0.09105907014486547,0.9010989010989011
